Tarih,Saat,GERÇEKLEŞEN ÜRETİM,PLANLANAN ÜRETİM,GERÇEKLEŞEN TÜKETİM,PLANLANAN TÜKETİM,PTF (TRY/MWh),PTF (EUR/MWh),PTF (USD/MWh)
2021-08-26,17,47175.1,38936.32,48671.22,48020,636.0,64.42,75.6
2021-08-26,18,46136.17,38870.43,46405.84,46454,636.0,64.42,75.6
2021-08-26,19,46717.43,38883.38,46717.43,46142,636.0,64.42,75.6
2021-08-26,20,47330.61,38896.42,47330.61,46377,636.0,64.42,75.6
2021-08-26,21,46022.54,38420.59,46022.54,45286,636.0,64.42,75.6
2021-08-26,22,44690.31,38109.93,44690.31,44063,636.0,64.42,75.6
2021-08-26,23,42972.23,37640.45,42972.23,42564,636.0,64.42,75.6
2021-08-27,00,40932.63,37010.59,40932.63,41956,636.0,64.63,75.9
2021-08-27,01,39128.49,35782.29,39128.49,40266,636.0,64.63,75.9
2021-08-27,02,38043.71,35082.26,38043.71,38783,599.99,60.97,71.6
2021-08-27,03,37386.54,34489.84,37386.54,37488,500.01,50.81,59.67
2021-08-27,04,36615.22,34102.5,36615.22,36568,484.45,49.23,57.81
2021-08-27,05,36491.65,34058.36,36491.65,36171,484.44,49.23,57.81
2021-08-27,06,35560.08,33478.6,35585.75,35104,379.28,38.54,45.26
2021-08-27,07,36798.1,34558.83,37577.52,37405,501.4,50.95,59.84
2021-08-27,08,41233.26,37164.61,43412.16,44094,636.0,64.63,75.9
2021-08-27,09,43388.7,37803.52,46810.64,47058,636.0,64.63,75.9
2021-08-27,10,44246.38,37727.91,48597.62,48313,636.0,64.63,75.9
2021-08-27,11,44867.91,38350.59,49798.34,49246,636.0,64.63,75.9
2021-08-27,12,43522.04,38088.69,48709.21,48481,636.0,64.63,75.9
2021-08-27,13,43789.52,38452.3,48900.14,48719,636.0,64.63,75.9
2021-08-27,14,46531.08,38865.13,51224.12,49881,636.0,64.63,75.9
2021-08-27,15,47051.54,39251.12,50980.53,49639,636.0,64.63,75.9
2021-08-27,16,47671.23,39658.76,50512.56,49293,636.0,64.63,75.9
2021-08-27,17,47410.57,39631.72,48885.49,48295,636.0,64.63,75.9
2021-08-27,18,46131.11,39267.71,46388.62,46268,636.0,64.63,75.9
2021-08-27,19,46415.53,39148.72,46415.53,45995,636.0,64.63,75.9
2021-08-27,20,46847.33,39236.97,46847.33,46488,636.0,64.63,75.9
2021-08-27,21,45662.68,39162.43,45662.68,45321,636.0,64.63,75.9
2021-08-27,22,44437.46,38702.96,44437.46,43879,636.0,64.63,75.9
2021-08-27,23,42971.29,38423.3,42971.29,42252,636.0,64.63,75.9
2021-08-28,00,41077.9,37135.61,41077.9,40641,636.0,64.67,76.1
2021-08-28,01,39667.18,35460.76,39667.18,39192,636.0,64.67,76.1
2021-08-28,02,38400.4,34822.14,38400.4,37885,599.99,61.0,71.79
2021-08-28,03,37350.53,33700.82,37350.53,36699,636.0,64.67,76.1
2021-08-28,04,36620.76,33181.98,36620.76,35982,560.01,56.94,67.0
2021-08-28,05,36202.23,32844.44,36202.23,34944,525.97,53.48,62.93
2021-08-28,06,34939.9,32294.53,34965.38,33907,478.06,48.61,57.2
2021-08-28,07,35181.21,32697.77,35957.74,35595,378.3,38.46,45.26
2021-08-28,08,38479.72,35921.71,40658.0,40130,523.07,53.18,62.58
2021-08-28,09,40622.45,37166.44,44052.61,42315,636.0,64.67,76.1
2021-08-28,10,41431.39,37192.15,45785.05,43184,636.0,64.67,76.1
2021-08-28,11,42207.34,37676.79,47143.14,43704,636.0,64.67,76.1
2021-08-28,12,41587.65,37774.59,46783.18,43470,636.0,64.67,76.1
2021-08-28,13,42283.14,38031.3,47399.18,43661,636.0,64.67,76.1
2021-08-28,14,42886.11,38429.42,47578.38,43839,636.0,64.67,76.1
2021-08-28,15,42908.32,38845.49,46819.02,43594,636.0,64.67,76.1
2021-08-28,16,43143.23,39195.13,45931.58,43213,636.0,64.67,76.1
2021-08-28,17,43517.48,39184.26,44951.97,42698,636.0,64.67,76.1
2021-08-28,18,43736.79,39291.52,43979.71,41872,636.0,64.67,76.1
2021-08-28,19,44662.74,39809.2,44662.74,42101,636.0,64.67,76.1
2021-08-28,20,45255.93,39746.49,45255.93,42549,636.0,64.67,76.1
2021-08-28,21,44149.17,39538.94,44149.17,41856,636.0,64.67,76.1
2021-08-28,22,42808.18,39162.15,42808.18,40936,636.0,64.67,76.1
2021-08-28,23,41156.54,38812.19,41156.54,39635,635.99,64.66,76.1
2021-08-29,00,39242.29,36147.74,39242.29,37851,636.0,64.57,75.94
2021-08-29,01,37740.74,34531.12,37740.74,37004,636.0,64.57,75.94
2021-08-29,02,36488.3,33182.06,36488.3,36219,523.04,53.1,62.45
2021-08-29,03,35422.24,32041.42,35422.24,35375,449.13,45.6,53.63
2021-08-29,04,34714.73,31421.97,34714.73,34654,523.05,53.1,62.45
2021-08-29,05,34106.22,30600.69,34106.22,33927,475.21,48.25,56.74
2021-08-29,06,32749.37,29398.65,32774.44,32451,366.48,37.21,43.76
2021-08-29,07,32107.89,29280.44,32879.12,32776,372.75,37.84,44.51
2021-08-29,08,32372.26,29890.16,34548.52,34542,363.93,36.95,43.45
2021-08-29,09,33278.2,30836.61,36720.59,35716,361.87,36.74,43.21
2021-08-29,10,34333.94,31450.24,38726.22,36501,387.01,39.29,46.21
2021-08-29,11,35054.4,32376.54,40048.89,37189,400.0,40.61,47.76
2021-08-29,12,35320.55,32392.24,40574.05,37466,373.95,37.97,44.65
2021-08-29,13,35858.66,33272.19,41039.68,37871,427.02,43.35,50.99
2021-08-29,14,36672.15,34216.76,41429.86,38051,510.01,51.78,60.89
2021-08-29,15,37015.16,34653.09,40987.76,38137,549.99,55.84,65.67
2021-08-29,16,37857.96,35678.69,40704.75,38179,636.0,64.57,75.94
2021-08-29,17,38784.56,35489.17,40240.46,38246,636.0,64.57,75.94
2021-08-29,18,39596.94,36406.23,39838.93,38180,600.0,60.92,71.64
2021-08-29,19,40900.84,37088.16,40900.84,38654,636.0,64.57,75.94
2021-08-29,20,41792.41,37822.76,41792.41,39142,636.0,64.57,75.94
2021-08-29,21,40963.14,36614.99,40963.14,39040,636.0,64.57,75.94
2021-08-29,22,39802.32,36247.57,39802.32,38812,636.0,64.57,75.94
2021-08-29,23,38191.63,35498.07,38191.63,38333,523.02,53.1,62.45
2021-08-30,00,37160.69,33944.34,37160.69,38360,619.99,62.95,74.03
2021-08-30,01,35880.51,32790.64,35880.51,37112,550.01,55.84,65.67
2021-08-30,02,34879.92,31508.05,34879.92,36068,464.52,47.16,55.46
2021-08-30,03,33624.23,30188.05,33624.23,35226,475.35,48.26,56.76
2021-08-30,04,33101.4,29457.17,33101.4,34799,438.24,44.49,52.33
2021-08-30,05,32738.92,29144.34,32738.92,34640,375.0,38.07,44.77
2021-08-30,06,31846.57,28405.61,31871.28,33648,362.99,36.85,43.34
2021-08-30,07,32552.96,29250.15,33325.23,36271,364.23,36.98,43.49
2021-08-30,08,35592.13,32543.86,37780.04,42469,377.9,38.37,45.12
2021-08-30,09,37718.85,34139.24,41177.75,46058,514.01,52.19,61.37
2021-08-30,10,38893.35,34510.55,43297.65,47729,636.0,64.57,75.94
2021-08-30,11,39651.5,35380.7,44647.6,48791,579.64,58.85,69.21
2021-08-30,12,39089.42,35519.79,44313.34,48718,496.93,50.45,59.33
2021-08-30,13,39994.77,35797.31,45102.49,49068,509.08,51.69,60.78
2021-08-30,14,41031.16,36608.96,45683.76,49444,635.93,64.57,75.93
2021-08-30,15,41580.26,37124.24,45409.91,49098,636.0,64.57,75.94
2021-08-30,16,42045.32,37717.22,44750.65,48514,636.0,64.57,75.94
2021-08-30,17,42533.02,37501.99,43883.07,47584,636.0,64.57,75.94
2021-08-30,18,42305.55,37347.63,42525.6,46238,636.0,64.57,75.94
2021-08-30,19,43218.26,37747.24,43218.26,46200,636.0,64.57,75.94
2021-08-30,20,43628.04,37639.13,43628.04,46392,636.0,64.57,75.94
2021-08-30,21,42683.15,37498.93,42683.15,45508,636.0,64.57,75.94
2021-08-30,22,41635.14,37459.21,41635.14,44422,636.0,64.57,75.94
2021-08-30,23,40221.19,36816.67,40221.19,43010,514.0,52.19,61.37
2021-08-31,00,38968.37,35714.77,38968.37,41987,600.0,60.92,71.64
2021-08-31,01,37608.33,33931.45,37608.33,40292,555.0,56.35,66.27
2021-08-31,02,36544.67,33042.07,36544.67,38498,438.66,44.54,52.38
2021-08-31,03,35599.99,32224.55,35599.99,37438,449.99,45.69,53.73
2021-08-31,04,34943.67,31786.09,34943.67,36810,438.66,44.54,52.38
2021-08-31,05,34410.95,31676.55,34410.95,36579,410.0,41.63,48.95
2021-08-31,06,33991.84,31557.73,34016.57,35398,367.07,37.27,43.83
2021-08-31,07,35415.19,32741.64,36176.07,37729,362.47,36.8,43.28
2021-08-31,08,40168.38,37391.35,42334.93,43977,514.01,52.19,61.37
2021-08-31,09,42803.66,38265.01,46244.12,47412,636.0,64.57,75.94
2021-08-31,10,43465.78,38346.11,47862.89,48806,636.0,64.57,75.94
2021-08-31,11,44217.99,39032.46,49203.19,49611,636.0,64.57,75.94
2021-08-31,12,42932.69,38717.4,48121.81,49375,636.0,64.57,75.94
2021-08-31,13,43858.53,38853.07,48916.82,49560,636.0,64.57,75.94
2021-08-31,14,45563.6,39135.13,50145.92,49767,636.0,64.57,75.94
2021-08-31,15,46088.02,39428.65,49875.67,49243,636.0,64.57,75.94
2021-08-31,16,46585.74,39687.84,49264.1,48651,636.0,64.57,75.94
2021-08-31,17,46365.55,39754.05,47715.77,47630,636.0,64.57,75.94
2021-08-31,18,45238.18,39608.24,45449.74,46246,636.0,64.57,75.94
2021-08-31,19,45772.94,39924.18,45772.94,46390,636.0,64.57,75.94
2021-08-31,20,45964.63,40507.43,45964.63,46741,636.0,64.57,75.94
2021-08-31,21,44643.47,40157.75,44643.47,45682,636.0,64.57,75.94
2021-08-31,22,43747.14,39402.91,43747.14,44346,636.0,64.57,75.94
2021-08-31,23,41941.0,39124.61,41941.0,42786,636.0,64.57,75.94
2021-09-01,00,40357.07,37054.4,40357.07,39652,550.0,55.84,65.67
2021-09-01,01,38760.05,35657.05,38760.05,37981,575.21,58.4,68.68
2021-09-01,02,37400.16,34695.07,37400.16,36588,476.32,48.36,56.87
2021-09-01,03,36748.59,33762.72,36748.59,35462,514.01,52.19,61.37
2021-09-01,04,36335.91,33253.79,36335.91,34748,455.04,46.2,54.33
2021-09-01,05,36176.98,32942.1,36176.98,34488,410.88,41.72,49.06
2021-09-01,06,35270.94,32568.66,35295.97,33659,376.36,38.21,44.94
2021-09-01,07,36280.19,33829.58,37027.14,35561,410.87,41.72,49.06
2021-09-01,08,40813.75,37403.54,42933.19,40688,655.0,66.5,78.21
2021-09-01,09,42840.13,38724.24,46201.14,43653,674.0,68.43,80.47
2021-09-01,10,43200.8,38852.2,47607.48,45422,674.0,68.43,80.47
2021-09-01,11,43706.16,40289.97,48713.01,46646,674.0,68.43,80.47
2021-09-01,12,42561.11,40175.49,47789.45,46327,674.0,68.43,80.47
2021-09-01,13,43715.0,40547.85,48763.9,46930,674.0,68.43,80.47
2021-09-01,14,45323.97,41093.66,49835.8,47357,674.0,68.43,80.47
2021-09-01,15,45733.78,41722.34,49425.84,46984,674.0,68.43,80.47
2021-09-01,16,45880.33,41731.44,48445.18,46416,674.0,68.43,80.47
2021-09-01,17,45800.43,41397.39,47074.32,45364,674.0,68.43,80.47
2021-09-01,18,44755.4,41317.19,44960.26,43736,674.0,68.43,80.47
2021-09-01,19,45034.69,41592.46,45034.69,43827,674.0,68.43,80.47
2021-09-01,20,45408.42,41702.94,45408.42,44040,674.0,68.43,80.47
2021-09-01,21,44269.63,41639.63,44269.63,42967,674.0,68.43,80.47
2021-09-01,22,43145.34,40982.21,43145.34,41736,674.0,68.43,80.47
2021-09-01,23,41426.33,39577.79,41426.33,40309,550.0,55.84,65.67
2021-09-02,00,39525.26,37563.31,39525.26,40023,595.58,60.63,71.72
2021-09-02,01,37881.91,35985.63,37881.91,38461,550.0,55.99,66.23
2021-09-02,02,36786.11,34687.81,36786.11,37193,431.04,43.88,51.91
2021-09-02,03,35845.58,33994.71,35845.58,36079,397.22,40.44,47.83
2021-09-02,04,35339.85,33372.42,35339.85,35438,390.64,39.77,47.04
2021-09-02,05,35150.68,33083.68,35150.68,34732,377.4,38.42,45.45
2021-09-02,06,34488.91,32585.86,34511.69,34366,372.03,37.87,44.8
2021-09-02,07,35551.28,33842.42,36231.85,36482,371.98,37.87,44.79
2021-09-02,08,40192.6,37368.35,42131.66,42003,414.12,42.16,49.87
2021-09-02,09,42242.63,40132.5,45345.12,45312,600.0,61.08,72.25
2021-09-02,10,42780.42,40851.86,47025.37,46835,614.99,62.61,74.06
2021-09-02,11,43027.2,41381.26,47845.17,47817,615.0,62.61,74.06
2021-09-02,12,41449.17,40495.62,46500.07,47329,510.56,51.98,61.48
2021-09-02,13,42129.54,41245.69,47038.09,47830,545.02,55.49,65.63
2021-09-02,14,42415.86,42353.68,46887.06,48375,674.0,68.62,81.16
2021-09-02,15,43986.06,42537.35,47707.54,48107,674.0,68.62,81.16
2021-09-02,16,44573.94,42913.69,47250.19,47622,674.0,68.62,81.16
2021-09-02,17,44606.42,42719.15,45951.92,46635,674.0,68.62,81.16
2021-09-02,18,44038.49,42279.22,44248.81,44962,549.04,55.89,66.12
2021-09-02,19,44487.32,42625.02,44487.32,45065,614.99,62.61,74.06
2021-09-02,20,44722.21,42829.97,44722.21,45239,650.0,66.17,78.27
2021-09-02,21,43551.99,41889.01,43551.99,44088,545.01,55.48,65.63
2021-09-02,22,42189.66,40524.07,42189.66,42915,545.02,55.49,65.63
2021-09-02,23,40398.52,38680.45,40398.52,41296,387.02,39.4,46.6
2021-09-03,00,38007.56,37125.71,38007.56,39502,540.01,55.15,65.16
2021-09-03,01,36998.15,34976.33,36998.15,37684,454.84,46.45,54.88
2021-09-03,02,35898.73,34114.44,35898.73,36347,407.03,41.57,49.11
2021-09-03,03,35271.92,33198.22,35271.92,35582,400.0,40.85,48.26
2021-09-03,04,34565.58,32726.53,34565.58,34957,400.01,40.85,48.27
2021-09-03,05,34293.07,32649.35,34293.07,34642,379.36,38.75,45.77
2021-09-03,06,33752.01,31991.41,33774.1,33779,369.87,37.78,44.63
2021-09-03,07,34568.87,33076.09,35344.41,35707,377.89,38.6,45.6
2021-09-03,08,38697.01,36920.5,40976.18,42424,404.0,41.26,48.75
2021-09-03,09,40153.36,38686.36,43797.01,45742,514.0,52.5,62.02
2021-09-03,10,40643.74,39217.69,45143.95,46969,514.01,52.5,62.02
2021-09-03,11,41201.51,39556.56,46334.77,47756,540.01,55.15,65.16
2021-09-03,12,39328.46,38635.49,44714.76,46900,379.47,38.76,45.79
2021-09-03,13,39214.74,38611.45,44534.08,47199,379.17,38.73,45.75
2021-09-03,14,41545.28,40239.09,46392.44,48294,640.0,65.37,77.22
2021-09-03,15,41971.23,40651.52,45997.14,48050,600.0,61.28,72.4
2021-09-03,16,42778.43,41167.19,45634.9,47563,599.99,61.28,72.4
2021-09-03,17,43049.77,41389.6,44464.6,46555,640.0,65.37,77.22
2021-09-03,18,42832.23,40879.85,43037.77,44776,600.01,61.28,72.4
2021-09-03,19,43760.7,41271.9,43760.7,44927,674.0,68.84,81.33
2021-09-03,20,43917.04,40675.62,43917.04,45260,674.0,68.84,81.33
2021-09-03,21,42580.98,40414.21,42580.98,44228,674.0,68.84,81.33
2021-09-03,22,41358.48,39545.06,41358.48,43135,599.99,61.28,72.4
2021-09-03,23,39687.93,38420.25,39687.93,41426,437.54,44.69,52.79
2021-09-04,00,37758.62,35959.23,37758.62,37901,455.06,46.48,55.07
2021-09-04,01,36302.34,34304.39,36302.34,36297,449.33,45.89,54.38
2021-09-04,02,34800.12,32513.26,34800.12,35084,425.58,43.47,51.5
2021-09-04,03,34181.0,31494.64,34181.0,34084,451.59,46.12,54.65
2021-09-04,04,33652.64,30979.52,33652.64,33442,399.01,40.75,48.29
2021-09-04,05,33533.95,30745.96,33533.95,33108,399.0,40.75,48.29
2021-09-04,06,32659.44,29781.98,32682.29,32090,373.17,38.11,45.16
2021-09-04,07,32633.95,30140.64,33418.02,33001,378.48,38.66,45.8
2021-09-04,08,35366.74,32535.66,37634.45,37667,428.49,43.76,51.85
2021-09-04,09,36910.2,34338.46,40519.64,40503,480.0,49.02,58.09
2021-09-04,10,37627.02,34698.64,42276.09,41852,538.99,55.05,65.23
2021-09-04,11,38128.58,35076.07,43399.98,42605,550.01,56.17,66.56
2021-09-04,12,37049.62,34652.05,42570.71,42150,437.33,44.67,52.92
2021-09-04,13,37607.92,35038.21,43019.54,42444,524.99,53.62,63.53
2021-09-04,14,38075.08,35649.7,43025.02,42558,550.0,56.17,66.56
2021-09-04,15,38455.67,35501.24,42562.31,42446,550.0,56.17,66.56
2021-09-04,16,38848.75,36421.31,41742.28,41986,400.0,40.85,48.41
2021-09-04,17,39776.86,36801.59,41188.52,41168,489.77,50.02,59.27
2021-09-04,18,40485.33,37157.59,40682.26,40140,549.99,56.17,66.56
2021-09-04,19,41939.72,37893.68,41939.72,40522,640.0,65.37,77.45
2021-09-04,20,41992.24,37446.81,41992.24,40844,674.0,68.84,81.57
2021-09-04,21,40682.68,37106.24,40682.68,39950,600.0,61.28,72.61
2021-09-04,22,39533.79,36390.06,39533.79,38815,525.0,53.62,63.53
2021-09-04,23,37721.26,35418.27,37721.26,37351,468.13,47.81,56.65
2021-09-05,00,35733.04,33259.37,35733.04,34907,674.0,68.43,81.25
2021-09-05,01,34319.15,31415.94,34319.15,34007,674.0,68.43,81.25
2021-09-05,02,33195.54,30556.78,33195.54,33111,610.0,61.93,73.54
2021-09-05,03,32323.03,29786.12,32323.03,32329,610.01,61.93,73.54
2021-09-05,04,31812.22,29414.93,31812.22,31709,480.01,48.74,57.87
2021-09-05,05,31536.5,29038.76,31536.5,31242,400.01,40.61,48.22
2021-09-05,06,30234.59,27857.62,30257.07,30292,466.22,47.34,56.2
2021-09-05,07,29287.94,27662.54,30073.24,30215,378.89,38.47,45.68
2021-09-05,08,29502.46,28155.77,31779.23,32422,369.82,37.55,44.58
2021-09-05,09,30472.06,28850.84,34074.83,34436,369.27,37.49,44.52
2021-09-05,10,31169.27,29646.62,35676.3,35735,378.88,38.47,45.68
2021-09-05,11,31648.28,30175.06,36749.08,36596,466.21,47.33,56.2
2021-09-05,12,31439.8,29855.89,36771.11,36857,376.63,38.24,45.4
2021-09-05,13,31947.44,30600.82,37147.92,37220,378.37,38.42,45.61
2021-09-05,14,32727.65,31698.48,37461.43,37524,466.22,47.34,56.2
2021-09-05,15,33203.22,32296.46,37109.62,37369,525.0,53.3,63.29
2021-09-05,16,34386.92,33100.54,37116.34,37263,403.0,40.92,48.58
2021-09-05,17,35733.87,33853.81,37026.62,37085,524.0,53.2,63.17
2021-09-05,18,37009.9,34732.09,37183.64,36939,466.22,47.34,56.2
2021-09-05,19,39094.64,35841.71,39094.64,37619,669.99,68.02,80.77
2021-09-05,20,39601.59,36166.49,39601.59,38107,674.0,68.43,81.25
2021-09-05,21,38746.74,35744.61,38746.74,37707,619.99,62.95,74.74
2021-09-05,22,37682.6,35070.72,37682.6,37079,480.93,48.83,57.98
2021-09-05,23,36073.36,34054.65,36073.36,35981,466.21,47.33,56.2
2021-09-06,00,34455.15,32679.31,34455.15,36207,460.87,46.79,55.56
2021-09-06,01,33087.0,31113.05,33087.0,34600,400.01,40.61,48.22
2021-09-06,02,32261.8,29876.38,32261.8,33256,379.52,38.53,45.75
2021-09-06,03,31623.96,29183.69,31623.96,32136,447.03,45.39,53.89
2021-09-06,04,31451.97,29041.45,31451.97,31648,400.01,40.61,48.22
2021-09-06,05,31641.63,29030.72,31641.63,31407,414.15,42.05,49.93
2021-09-06,06,31499.81,28766.09,31521.72,30598,376.91,38.27,45.44
2021-09-06,07,32897.02,29928.71,33604.75,32137,370.0,37.57,44.61
2021-09-06,08,37627.42,34512.36,39685.91,38017,414.56,42.09,49.98
2021-09-06,09,39794.1,36534.15,43143.14,42078,539.0,54.73,64.98
2021-09-06,10,40354.98,36994.35,44761.14,44276,575.01,58.38,69.32
2021-09-06,11,40694.4,37092.13,45740.56,45556,599.99,60.92,72.33
2021-09-06,12,39276.93,36612.73,44602.56,45235,419.21,42.56,50.54
2021-09-06,13,40228.15,36788.48,45422.76,45753,440.01,44.67,53.05
2021-09-06,14,41561.28,38473.39,46221.9,46057,470.0,47.72,56.66
2021-09-06,15,42174.62,38528.85,45949.71,45633,500.0,50.77,60.28
2021-09-06,16,43016.76,39082.6,45603.78,44985,500.01,50.77,60.28
2021-09-06,17,43153.24,39316.51,44359.25,44229,630.0,63.96,75.95
2021-09-06,18,42540.62,38900.0,42690.8,43086,599.99,60.92,72.33
2021-09-06,19,43625.66,39621.84,43625.66,43643,674.0,68.43,81.25
2021-09-06,20,43565.23,39616.55,43565.23,43689,674.0,68.43,81.25
2021-09-06,21,42433.78,38870.25,42433.78,42526,540.98,54.93,65.22
2021-09-06,22,41112.06,37615.2,41112.06,41310,539.0,54.73,64.98
2021-09-06,23,39165.38,36816.97,39165.38,39689,428.04,43.46,51.6
2021-09-07,00,37332.01,35112.06,37332.01,38307,484.98,49.24,58.47
2021-09-07,01,35846.95,33426.57,35846.95,36589,539.0,54.73,64.98
2021-09-07,02,34753.91,32339.07,34753.91,35148,425.01,43.15,51.24
2021-09-07,03,33990.71,31397.6,33990.71,34084,429.99,43.66,51.84
2021-09-07,04,33667.58,31212.47,33667.58,33435,425.0,43.15,51.24
2021-09-07,05,33675.39,31143.25,33675.39,33086,425.01,43.15,51.24
2021-09-07,06,33307.44,30882.5,33328.72,32246,379.15,38.5,45.71
2021-09-07,07,34552.8,31813.24,35260.42,33636,403.01,40.92,48.58
2021-09-07,08,38563.69,35950.14,40577.88,39705,465.0,47.21,56.06
2021-09-07,09,40073.32,37320.45,43327.2,43824,536.18,54.44,64.64
2021-09-07,10,40250.12,37963.53,44649.07,45621,589.54,59.86,71.07
2021-09-07,11,40426.9,38255.04,45428.04,46582,615.0,62.44,74.14
2021-09-07,12,38590.99,37479.38,43837.91,46137,419.22,42.56,50.54
2021-09-07,13,39386.33,37708.69,44529.69,46428,470.0,47.72,56.66
2021-09-07,14,40862.44,38899.01,45519.19,46599,521.41,52.94,62.86
2021-09-07,15,41278.81,39209.55,45066.47,46165,538.99,54.72,64.98
2021-09-07,16,42414.16,39871.41,45003.03,45625,600.0,60.92,72.33
2021-09-07,17,42876.15,39970.31,44061.81,44917,669.99,68.02,80.77
2021-09-07,18,42334.52,39580.16,42474.91,43991,600.01,60.92,72.33
2021-09-07,19,43591.94,40205.16,43591.94,44813,674.0,68.43,81.25
2021-09-07,20,43546.68,39762.42,43546.68,44795,674.0,68.43,81.25
2021-09-07,21,42092.05,39079.15,42092.05,43517,640.0,64.98,77.15
2021-09-07,22,41178.77,38270.19,41178.77,42182,523.11,53.11,63.06
2021-09-07,23,39197.13,36841.08,39197.13,40127,470.0,47.72,56.66
2021-09-08,00,37120.33,34599.34,37120.33,37013,450.0,45.83,54.37
2021-09-08,01,35905.45,33124.3,35905.45,35596,499.97,50.91,60.41
2021-09-08,02,34783.18,32018.12,34783.18,34534,419.21,42.69,50.65
2021-09-08,03,34234.61,31024.76,34234.61,33803,469.66,47.83,56.74
2021-09-08,04,33729.12,30902.07,33729.12,33400,400.01,40.73,48.33
2021-09-08,05,33725.22,30882.1,33725.22,33251,440.01,44.81,53.16
2021-09-08,06,33289.54,30536.65,33310.61,32692,378.57,38.55,45.74
2021-09-08,07,34601.99,32006.17,35354.67,34459,449.13,45.74,54.26
2021-09-08,08,38306.86,35867.73,40506.35,40376,469.23,47.78,56.69
2021-09-08,09,40046.56,37523.7,43570.46,43751,639.99,65.17,77.32
2021-09-08,10,40014.33,38069.79,44487.58,45341,615.01,62.63,74.31
2021-09-08,11,40489.6,38230.9,45572.46,46320,600.01,61.1,72.49
2021-09-08,12,38825.07,37227.78,44145.32,45465,444.01,45.22,53.65
2021-09-08,13,39671.02,37740.42,44856.86,46022,449.99,45.82,54.37
2021-09-08,14,41138.81,39126.05,45845.25,46534,510.94,52.03,61.73
2021-09-08,15,41715.38,39406.48,45579.72,46061,549.0,55.91,66.33
2021-09-08,16,42581.91,40120.43,45246.72,45523,600.0,61.1,72.49
2021-09-08,17,42930.49,40291.16,44173.71,44441,669.99,68.23,80.95
2021-09-08,18,42787.02,39948.18,42931.69,42992,600.01,61.1,72.49
2021-09-08,19,43768.53,40784.5,43768.53,43651,674.0,68.64,81.43
2021-09-08,20,43815.13,40592.94,43815.13,43604,674.0,68.64,81.43
2021-09-08,21,42469.4,39605.13,42469.4,42347,599.99,61.1,72.49
2021-09-08,22,41157.41,38494.31,41157.41,41071,482.03,49.09,58.24
2021-09-08,23,38905.29,36853.97,38905.29,39178,428.0,43.58,51.71
2021-09-09,00,36886.96,34742.55,36886.96,37280,450.59,45.74,54.3
2021-09-09,01,35898.48,33497.31,35898.48,35849,459.99,46.7,55.43
2021-09-09,02,34718.44,32076.87,34718.44,34807,452.65,45.95,54.55
2021-09-09,03,34249.62,31336.27,34249.62,34054,447.8,45.46,53.96
2021-09-09,04,33790.25,31106.05,33790.25,33712,450.01,45.68,54.23
2021-09-09,05,33959.41,31131.97,33959.41,33677,451.87,45.87,54.45
2021-09-09,06,33474.88,30925.65,33495.55,33158,447.56,45.43,53.94
2021-09-09,07,34668.99,32284.69,35410.08,34957,449.1,45.59,54.12
2021-09-09,08,38661.71,35916.94,40819.65,40456,670.0,68.02,80.74
2021-09-09,09,39985.16,37352.79,43438.7,43291,620.0,62.94,74.72
2021-09-09,10,40157.85,37498.7,44593.29,44704,610.0,61.93,73.51
2021-09-09,11,40607.84,37872.68,45631.69,45667,660.0,67.0,79.54
2021-09-09,12,38855.41,36684.3,44095.35,44812,455.35,46.23,54.87
2021-09-09,13,39767.3,37529.06,44843.12,45533,459.36,46.63,55.36
2021-09-09,14,41316.95,38989.67,45849.53,46089,509.99,51.77,61.46
2021-09-09,15,41955.63,39344.09,45623.86,45869,510.0,51.77,61.46
2021-09-09,16,42931.79,40346.39,45434.86,45256,543.17,55.14,65.46
2021-09-09,17,43565.64,40643.54,44689.02,44024,670.0,68.02,80.74
2021-09-09,18,43157.16,40232.63,43275.28,42383,619.99,62.94,74.71
2021-09-09,19,43919.91,41029.23,43919.91,42548,674.0,68.42,81.22
2021-09-09,20,43728.47,40718.5,43728.47,42422,674.0,68.42,81.22
2021-09-09,21,42409.49,39734.22,42409.49,41356,670.0,68.02,80.74
2021-09-09,22,41025.44,38334.15,41025.44,40324,600.99,61.01,72.43
2021-09-09,23,38981.75,36812.51,38981.75,38790,499.97,50.76,60.25
2021-09-10,00,37297.49,34632.7,37297.49,37056,463.1,46.59,55.09
2021-09-10,01,35931.39,32956.12,35931.39,35682,517.45,52.06,61.56
2021-09-10,02,34907.04,32163.76,34907.04,34535,459.14,46.19,54.62
2021-09-10,03,34110.43,31181.56,34110.43,33893,455.69,45.85,54.21
2021-09-10,04,33965.09,30905.66,33965.09,33414,449.55,45.23,53.48
2021-09-10,05,33774.7,30686.92,33774.7,33324,448.47,45.12,53.35
2021-09-10,06,33324.29,30516.79,33344.59,32937,449.57,45.23,53.48
2021-09-10,07,34364.98,31258.82,35064.26,34601,454.18,45.69,54.03
2021-09-10,08,37864.54,34785.82,39880.72,39850,674.0,67.81,80.18
2021-09-10,09,39577.51,36628.25,42821.12,42658,659.99,66.4,78.51
2021-09-10,10,39658.6,37285.25,43928.2,43597,659.99,66.4,78.51
2021-09-10,11,39617.91,37861.79,44440.35,44400,669.0,67.31,79.58
2021-09-10,12,37969.87,35643.46,42960.13,42150,451.66,45.44,53.73
